,id,tweet,label
26,73177829,"lol, funny enough, performing very good at debates might actually cost you votes. our people scorn 'intellectualism', they'll say his english is too much. say 'kai bayahude ne', 'na english we go chop""... kai dai ayi sha'ani.",Normal
27,73177830,"@username sufa yan siyasar nan na lura kalon sauna kira mana shashasha in kaga sakarai ku taho tare, sukewa talakan nigeria",Normal
28,73177831,@username arna masu gashi kenan,Normal
29,73177832,@username ka riga da kayi nisa a jar tafiya if not da kagane mutumin dake musuluntar da maguzawa ga hidimar da yake ma addini amman saboda kiyayya duk kun shafe idanunku da toka sai dai aibunsa kuke gani bakwa irga alkhairensa haka yakamata musulmi ya zama? irga laifuka da manta alkhairai?,Normal
30,73177833,@username idan kaga ana son nuna karfin gwamnati sai wani ana zargin yayi batanci ga shugaba  amma idan ana maganar kare yan qasa daga yan ta'adda anan kam saika rasa ina gwamnati ta shiga,Normal
31,73177834,@username yahudawa kenan mutanen mu saura kuma ace s*x na kara tsawon kwana,Normal
32,73177835,buro uba😂😂  anaa hege a kannywood😂  dan tasha + yar tasha + yan tasha give me answer pls  me: yan tashoshi😂😂,Offensive
34,73177837,"revolution are brought about by men, by men who think as men of action and act as men of thought. almajiri is also a child ##url",Normal
35,73177838,@username to ai duk malalata ne 🤗🤗🤗,Offensive
36,73177839,@username so ya kamata gwamnati ta shigo abin sanna da laifin iyayen  yaran .koh dabba in taga ruwa ko sanye tana jan yayanta a jikin amma basan meyesa iyaye suke yen haka ba! susani allah zai tambaye su akan kiwon da aka ba su fah ranar gobe kiyama.,Normal
37,73177840,banda sharrin soyayya٫ ta yaya mai degree ya tsaya yarinyar data fadi jamb٫ ta dinga cewa shi ba sa'anta bane. shegiya dakikiya kawai🥲😒😒🤔,Offensive
38,73177841,allah yace:  duk wanda ya aikata aiki mai kyau daga cikin maza ko mata kuma yana mumini to zamu rayar dashi rayuwa mai kyau..  #alquran  in kanason rayuwa mai kyau a duniya da lahira to kazama mai imani kuma ka aikata abunda allah yakeso..  shawara ce👌,Normal
39,73177842,@username daman yar tasha ai dan tasha irinta 🤣🤣🤣,Offensive
40,73177843,@username kaga namiji! amma dai duk sun mutu yan banza tsinannu kawai har kafirai ma sun tsane ku yan iska,Offensive
41,73177844,@username your problem is you dont knw these yoruba soups &amp; stews! ishapa orunla egusi pade mi nigunpa efo elegusi efo riro efo soko yokoto ewedu ati gbegiri ila alasepo omi-obe ati bokoto obe ofada obe egbo obe esuru etc standard cooking not your #10 jungle style! 😜 ##url,Indeterminate
42,73177845,@username cewa kawai yayi akwai wata guntuwa dazai taging shima,Normal
43,73177846,"ya allah ka shiryar damu hanyarka madaidaiciya, hanyar wadanda kayi ni'ima garesu (annabawa da muminai), ba hanyar wadanda kayi fushi dasu ba (yahudu) kuma ba hanyar batattu ba (nasara)..🤲🏼",Normal
44,73177847,@username inaaaa... almajiri dai,Normal
45,73177848,@username gaskiya it is needed,Normal
46,73177849,"morning #upnorth👏🌷   if u call us aboki we call u nyamuri if u call us almajiri we call u e-begger call us bokoharam we call u yahoo boys call us uncivilised we call u political thugs call us paedophiles we call u rapist/ritualist ""sub for sub""so it's better to let peace rain. ##url",Normal
47,73177850,@username al'adar yahudawa da nasara ta zamewa wasu order of the day.  allah ya qara mana qarfin imani yasa mufi qarfin zuqatanmu,Normal
49,73177852,baba anci arna kutumesi....,Normal
50,73177853,@username suma matan munana ne suka amfani da snap chart,Offensive
51,73177854,@username he should go with his own kwamo kamar wani dan almajiri,Offensive
52,73177855,baba nadade banga jaki kamar sarr ba ##url,Offensive
53,73177856,eh fadawan sarki lamido suka cewa shekarau angaisheka duna wakilin arna hhahahahaha,Normal
54,73177857,@username babanku ne dan shia kuma dakake kareshi shi ubanka ne ni ina magana akan wancen tsohon ne da yaudare mu mu yan nigeria ba kai ba bakon haure,Offensive
55,73177858,kaga fuskar shege kamar ta agolan biri 😂😂😂🤣🤣 ##url,Offensive
56,73177859,"wasu ‘yammatan dole su haqura da  auren miji nagari, su auri ‘yan kutumar uba a duniya.😂😅😂😅😂 ##url",Offensive
57,73177860,"@username shegiya mai shafa mai fa duk chemist ya bata mata fuska larabawan gabar da makka, nd wallahi duk karuwai ne balle wannan kam ma data tashi a jos duk barikinta munsani kawai tabimu a hankali kafin mukira @username yazo ya gayamana wayece ita mukuma mu release tsiyar da takeyi",Offensive
58,73177861,aqidu na yahudawa da yawa da surutan iska mufa ba ruwanmu duk abunda ya sa6awa allah da manzonsa zamu bi takai mu wuce 💪🏼💪🏼,Normal
59,73177862,"amin amin, amma da sai in cemaka na riga na ce alalh in ji yara, alalh mana zabi mafi alkhaeiri, da zai falfado mana da martabar jahar mu tunda malam aminu mai akuya ya jagal gala mana ita, dashi dasu mai gidanka ##url",Offensive
60,73177863,@username arna ba 😂😂. your number isn't going,Normal
61,73177864,@username almajiri behaviors only see then where they get stuffs,Normal
62,73177865,"have you streamed new @username yet? what are you waiting for!? show some love go stream &amp; share now! iyan muri link in her bio! #aphropopvol1 ep out tomorrow! ❤️💯 #inyamuri #weareone @ abuja, nigeria ##url",Normal
63,73177866,"@username karuwai mana, upon married men",Offensive
64,73177867,kila ma inyamura zan aura kawai.,Normal
65,73177868,"mr! koh arna baka da right din kiransu kafirai, whether is a different religion or not no human is in the right place to judge them. ##url",Normal
66,73177869,@username annabi yayi gaskiya domin yace karshen duniya wasu daga ciki alummar musulmi zasuke bin yahudawa da turawa koda kuwa izuwa ramine,Normal
67,73177870,@username kafuri maman ka ney masiyachi dan durun uwa kawai,Offensive
68,73177871,@username the sarkin talakawa!!!👊🏾💯,Normal
69,73177872,"mugayen daqiqai ne, shegu banzaye ##url",Offensive
70,73177873,@username talaka da son girma😂,Normal
71,73177874,"see dix one kuma, ai wannan abunda tayi shine yake nuna real definition na yar tasha. en ur here kana gode mata while batayi differentiates na kai ko muba😂😂 ##url",Offensive
72,73177875,@username jaki ya ciyar da jaki kenan🤣,Offensive
73,73177876,@username political platform program was silent today on dis ricky tarfa bribery scandal bt spent 20 mins on almajiri story.,Normal
74,73177877,"we can vote and change the course of history.  all ""foreign observers"" do is ""observe"", they are useless. forget the statements coming from us, uk, eu etc.  kabila rigged congo drc's elections and they did nothing.  ignore them, our destiny is in our hands.",Indeterminate
75,73177878,@username wlhi razika most of them uwayensu willingly suke turo su......... i come across one almajiri boy who works in our house wlhi da mukaje kauyesnsu come and see the number of cows they possess............ wlhi almost haka suke duka,Normal
76,73177879,wawaye banza 😂 ##url,Offensive
77,73177880,and su wanene kafirai arewa? ##url,Normal
78,73177881,"kai fa banza ne""@username : arna yan dambe 😂😂😂😂@username : sai kin nausa zaki gani""@username :@username da wani karfin? huhhhh""",Offensive
79,73177882,"@username and one more thing, ka iya bakinka... kada ka sake danganta kafira da jinin manzon allah saw",Normal
80,73177883,@username yan wahala ba,Offensive
81,73177884,@username lol ok o. anyway better to be an almajiri than a cannibal🤣🤣,Normal
82,73177885,"matan zaria kenan dakaga bakuwar number ankiraka kanajin muyar mace katabbatar yar zaria ce,",Normal
83,73177886,akan wannan dan arniya tunda safe an hana mutune sakewa a gari #gej,Offensive
84,73177887,@username shegiya muma lokacin mu nazuwa,Offensive
85,73177888,@username sai dai kaji... dalla jah 'mahaukaciya' 'wawiya',Offensive
86,73177889,"you guys should stop bothering yourself about this girl, i saw them  together again at la sultana chanting and smoking shisha 😂 i was like dan izala me tama ka felleta haka yace henry wlhy akasi kawai aka samu ko bebi nace lallai😃😃 ##url",Normal
87,73177890,@username kazamin banza ba,Offensive
88,73177891,"we are in covid-19 lockdown but there's many girls child sellers roaming in street, please @username do something about it, before it move worst then the almajiri issue🙏 ##url",Normal
90,73177893,"tattabaru kenan""@username : ""a kashe arna kawai muji dadi darenga""""",Normal
91,73177894,"@username indeed, gold has been traded in for millenia, centuries ago we started trading in paper and now? we all have plastic cards &amp; bitcoin you know now, advances of man are exponential. to put it in teburin maishayi terms (for comedic effect) duniyar ce yazo qarshe! aikin yahudu ne!",Normal
92,73177895,take a few mins to read this. this almajiri life is a serious problem that has to be tackled. sad stuff ##url,Normal
93,73177896,@username lloris vs soton tirrrrr arna pelle alaji,Indeterminate
94,73177897,@username sai kace maguzawa,Normal
95,73177898,kai fa jahili ne kaje ka nemi ilimin addinin ka sannan kazo ayi magana dakai amma kai jahili ne  murakkabi ma kuma munafiki ne kai ##url,Offensive
96,73177899,"inevitable change""@username : aha guguwa canji ""@username : yessoo""@username : almajiri vote president out of villa ""@username :",Normal
97,73177900,@username bashi kadai bane nature yar duniya ce kawai yarin yar,Offensive
98,73177901,"well, thats for you bros,but when it start,almajiri will demand for them if you hid any one ##url",Normal
99,73177902,@username kaji dan shegiya.,Offensive
100,73177903,baba bola kuma magana ta kare. babu shi babu tikitin apc.,Normal
101,73177904,@username the 12 new universities  120 almajiri schools that buhari refused to continue  revival lagos kano rail converting enugu airport to international,Normal
102,73177905,@username banza ne ni,Offensive
103,73177906,"ynx andaina yin farautar dabba, ta mutum ake yi, ga zafi ya shigo kana fitowa shan iska, yan duniya zasu tashi dakai ayi hattara",Normal
104,73177907,shegiya wannan barauniya ce 🤣🤣 ##url,Offensive
105,73177908,katunamin da wata yari yarinya hujaima! shegiya😂😂😂 ##url,Offensive
106,73177909,"on the education spoken about, the policies are there written and the leaders know of them. normadic, almajiri and the rest. the are capitalising on the ignorance of the citizens and do what they want. ##url",Normal
107,73177910,@username wannan yarinyar kamar kafura take wlh,Offensive
108,73177911,@username they said wai tazo taje da kafurai ne😭💔,Normal
109,73177912,@username baqar qadara. allah shittona mata asiri... wawiya.,Offensive
110,73177913,@username kaji arne 😂🤣,Offensive
111,73177914,da yake kai jaki ne toh ball ba addini bane sha sha kawai 😠🙄 ##url,Offensive
112,73177915,kae🙉 wlh a 9ja ana shan wahala pa😅 wani dan izala ya chi abincin maulidi😂,Normal
113,73177916,"@username i followed your responses keenly i couldn’t help it, i totally lost my home training.  you’re a complete oloriburuku, munafiki.",Offensive
114,73177917,maguire dolo ne yasin,Offensive
115,73177918,"@username the bush way de in side ur trouser. if u take out almajiri from nigeria, there will be no more peace.",Offensive
116,73177919,"to ba dakikai bane,ai ba aje islamiya ba. ##url",Offensive
117,73177920,@username ko ta inyamurai ba,Normal
118,73177921,"@username yan daudu ne technically, kuma allah ya tsinewa yan daudu ##url",Offensive
119,73177922,lokacin boko-haram suke kashemu a arewa yan kudu cewa suke shegu suna kashe kansu suna rage iri har wani murna suke kana cikin tafiya zaka ji arne yana ce maka ai duk kune kuke kashe kanku suna fada suna dariya. sabila da haka babu abinda ya hadani da sars. #endnothbanditry,Normal
120,73177923,"@username ai duk hakurinka sai an kaika bango, one bagidaje will just get on your nerves and do you an irresistible wawta",Offensive
121,73177924,"wallahi avoid apc, children na children naa. elite no wan call their children jagaban soldiers, they call them “young statesmen”.  su kuma yan wahala , ya yan talakawa sune yan jagaliya, sodojin jagaba 😂😂😂 ##url",Offensive
122,73177925,"imagine the fate of a 4 year old amajiri child under lockdown without food to eat ?   are the northern governors concerned about the plight of millions of  almajiri children under lockdown in kano, katsina, niger , abuja &amp; kaduna?   calling on govt to relocate them or feed them. ##url",Normal
123,73177926,"@username almajiri system need to be integrated into national board for islamic studies or a body needs to be created on its on to regulate it into a single unified system with a compulsory skills aquisition program, its bill needs to be passed.",Normal
124,73177927,we create vibes 🎶 we vibe on vibe💯 #ymb🔥 #guntu🎶 #weprayforgrace🙏  ##url ##url,Normal
125,73177928,ku gwaraye kutashi haka malalata kawai,Offensive
126,73177929,almajiri dai oga.. 😂😂 ##url,Normal
127,73177930,@username masse jahilai na kallo ba,Offensive
128,73177931,tell him these almajiri school here in sokoto state,Normal
129,73177932,"@username president been from your state, how has it impact you and your other almajiri brothers and sisters?. y'all think it's about ethnicity or tribes or religion while your region stinks in poverty. check the poorest tribes in nigeria online all northern regions occupy 1st–4th position",Hate
130,73177933,jahilin banza 😂😂😂😂😂  yakubu kenan dan muhammadu kafi sunan arna ##url,Offensive
131,73177934,@username shege metala 😂,Offensive
132,73177935,@username kudai sace kudin talakawa 😁😁😁,Offensive
133,73177936,ba dakikai a duniyar kwallo kaman @username ,Offensive
134,73177937,@username *ghost almajiri schools,Normal
135,73177938,"sadly,majority of men's of this generation(muslim) are of the notion that a woman must bring something to the table(financially) ,duk an bi an mai da maza malalata,masu ganin kyashi,ta yaya aure zai ringa daurewa da irin wannan tunani a kwakwalen mutanenmu. ##url",Normal
137,73177940,@username fagen wuta fagen lamarudu... 🤣  in qarasa kirarin ko in bari yan duniya su karasa miki😂,Normal
138,73177941,"someone should please tell mallam, even if he like he should set test for almajiri’s in kaduna, we still will not vote for him in 2019",Normal
139,73177942,inyamurai na neman kawowa atiku danyen cikas a zaben 2019  @username ##url ##url,Normal
140,73177943,tsif kakeji anci jahilai barcelona😋😋,Offensive
141,73177944,@username masha allah 'yar guntuwa😉,Normal
142,73177945,"@username kaddai kice kilishin tunkiya kike so, naga kinyi tag din yan tumaki",Normal
143,73177946,"ikon allah, wato babu dabba a duniya erin bature. cikin matar tasa ma bai bari ba🤣🤣🤣🤣 ##url",Hate
144,73177947,@username kungiyan matsiyata ba,Offensive
145,73177948,"@username i bet even with this interpretation, the term infidel is still one step above inyamiri to the northern muslim.",Normal
146,73177949,-yace idan ya hau zai karya farashin dolar -zai samar da tsaro -zai gama da boko haram cikin wata 3 cakal! wa'iza waada akhlafa -(idan yayi alkwari ya saba). misla zalika -(misalinshi kamar haka 👇) -yace idan ya hau  zai rabawa mu matasa marasa aikin yi n5000 duk wata.,Normal
147,73177950,@username ai shi ba dan dariqa bane dan shi'a ne don haka batacce ne,Hate
148,73177951,duk inyamurai ne. ##url,Normal
149,73177952,joseph kabila seeks extension of his tenure after 15 years of ruling.,Indeterminate
150,73177953,"sincerely speaking, the almajiri system in nigeria has anathematized, likewise the hausa film industry when compared to our religion and cultures. a poor man that gave birth to multiple child he can't take care of, is same with as wealthy man that gave birth to a single child he",Normal
151,73177954,"@username wallahi kuwa har yana wani kuka su yan’ zamfara kasan arna ne, tunda buhari musulmi ne. shame wlhi🤦‍♀️",Normal
152,73177955,"dan allah jama'a, ku da ke kusa da mallam nasiru el-rufai, a rokan mana shi a bar ladanai su rika kiran sallah kawai da azumi. @username ##url",Normal
153,73177956,"daman shi arne munafiki ne kuma baya son musulmai! duk shirin ka/ki da shi, sai kayi hattara! ##url",Hate
154,73177957,@username nidai banga inda ya ambaci kalmar kafirci ba amma zaka iya fada man the exact second ko a cikin thread din inda yace masu cewa haka kafirai ne....,Normal
155,73177958,@username iyayen nata ne yan bariki...,Offensive
156,73177959,isn't it painful. of all the leaders our region have had. only gej tried to do something meaningful to the almajiris. the almajiri school initiative during his regime. i'm not sure if it still exists. ##url,Normal
157,73177960,arna mutanenmu a duniya a lahira kuma kowa yayi hanyarsa😂😂 ##url,Normal
158,73177961,rt “@username : @username i know of one almajiri school in @username but the #almajiris are not the students #sayno2almajirisystem”,Normal
159,73177962,@username kai 🤣😄😄. sun amshi wani kaso wurinka kenan arna kenan 😂,Normal
160,73177963,@username tuwo kenan ba katta kafura ba.,Normal
161,73177964,@username olamide please follow me back make me self dey gara on top😥,Normal
162,73177965,almajiri with choice. 😂😂 ##url,Normal
163,73177966,#qs  “@username : 😂😂.. smh“@username : wai kuwa har yanzu samari na kashe arna?””,Normal
164,73177967,@username da yanzu dangin ku arna ne,Normal
165,73177968,"@username idiot,there different kinds of crime. cattle hustling,kidnapping and advanced fee fraud. the last is not a crime for almajiri or quota brain",Normal
166,73177969,wai a kasar inyamurai ma?????😳😳😳😳😳 baban nan dai toh ##url,Normal
167,73177970,bazaka san ka iya turanci ba sai kudin ka ya makale a  atm kaje costumer care ka samu inyamura....,Normal
168,73177971,#almajiri city of kano. ##url,Hate
169,73177972,@username sai shamo kazama scarce mutumina,Normal
170,73177973,ubanka ne arne  shege dan iska ##url,Offensive
171,73177974,"corona is spreading in ""kaduna""..... my fear is if almajiri and those illiterates ""mistakenly"" get am.... north don finish",Normal
172,73177975,@username ai tsinannu ne bazasu kula mu ba.,Offensive
173,73177976,@username ok ... son of maguzawa,Offensive
174,73177977,join our kaduna state coordinator aisha bindawa as she enlighten people about what we do at acri with the kaduna polytechnic 102.7 spider fm kaduna polytecnic campus radio tune in at 1 pm to listen..  #kaduna  #almajiri  @username ##url,Indeterminate
175,73177978,"i think we’re free to talk anytime we feel like. that’s another freedom.  let me re-phrase my tweet again; when it comes to voting/election, a professor is not bigger than an almajiri. beauty of democracy. so, i don’t understand your point, bro ##url",Normal
176,73177979,@username sabida dan izala ne koh,Normal
177,73177980,"daman nasan za'a zo wajen wai #finefulanigirls or wetin..... ko wacce bayerabiya,inyamura,basakkwaciya,bendal,bakatsiniya,bahaushiya,tibi,bazamfariya sai ta turo baki ta saka #finefulanigirl from twitter...if you don't remove dat picture ehhn 🙄🙄😡 ##url",Normal
178,73177981,in dr congo: opposition leader urges citizens to reject kabila ##url,Indeterminate
179,73177982,@username one of the parents is fulani while the other is bamaguje.😇,Normal
180,73177983,lots of the almajiri children #onlyinnorthernstates never make it. some are lost through violence in the streets.#thinkbigsundaywithmarsha,Normal
181,73177984,"-kai a suwa? kare da gudun layya. -a banza wai talaka ya girmi sarki. -a daga sama! wai anyiwa wada kwace. -shikenan! anyiwa mai dami daya sata. -biri a hannun malamai yake guda, idan ya shiga hannun maguzawa kuka yake. ... ##url",Normal
182,73177985,"ballagaza, bagidajiya, bakauyiya, wacce bata san kimarta ba, batasan darajarta ba ita ke bayyana tsarsicinta don ta burge mutane, ta fusata allah..  allah yasa su gane su gyara..✍🏼 ##url",Offensive
183,73177986,"dan almajiri kana jiko?, ka gayawa munafukan nan, wakar munafiki ta bankado sirrinsu... @ kano state ##url",Offensive
184,73177987,"ku gama shafe yar mutane a lungu duk bakusan haram ne ba,sai gift din da zaku bata na valentine shine haram.🙄🙄  matsiyatan banza.😒😞😒",Offensive
185,73177988,"na garba mai abin rama biki, tsini maganin tsinannu, ubansu mubarak, aljanna mai masoya da yawa @username ##url",Normal
186,73177989,@username wasu kuma ai they're shuwayya shuwayya beautiful i mean kawai gwara ma attitude dinta yafi beautiful dan wata fa mummuna ce kuma idan akace haka hali yke wa gari y waya kenan,Normal
187,73177990,@username cristiano kake cewa arne 😂😅,Normal
188,73177991,@username has to be zenith. i saw shege today,Normal
189,73177992,@username bar sokuwa 😂😂😂,Offensive
190,73177993,😂😂😂😂  and the one in the second frame almost more decent than the first frame in accordance with the nysc rule is concerned.  almajiri is also a citified quranic graduate one day ❤️👋 ##url,Normal
191,73177994,"abin da ya kawo tsaikon sanar da sakamakon zaben kaduna shi ne, pdp ne suka turo ‘yan ta’adda suka kwashe sakamakon zaben kudan ganin cewa kuri’un da suka samu a wurin ba zai iya ba su nasara ba. amma yanzu komai ya kammala za a sanar da sakamakon zaben da karfe 10 na dare ##url",Normal
192,73177995,@username wlhy irinsu ne suke zama shegun barayi (astagfirullah) amma da ta zaunarshi ta masa dukan a gida ita tasan baza ta masa dukan da ze mutu ba balle ya kasa motsi,Offensive
193,73177996,"@username yes! go find the meaning of almajiri 😂🔥  and yes, i saw planty culties there!",Normal
194,73177997,"earlier today, at almajiri childs right day. discussed a-lot on the issues of “almajiranci” and street begging in the north and the new ways forward to tackle this issue. almajiri is a child like everybody and has the right to education, food, shelter, clothes, health nd security ##url",Normal
195,73177998,"welcome to a new week! now, let’s talk real estate.  #mondaymotivation #realestate #omolendahandofcare #nigerianidol #itelxamatemwmd wike everton peter obi atiku arsenal sandra banti #londontolagos alaafin dbanj almajiri ##url",Normal
196,73177999,duk ga inyamurai nan na amana irinsu rochas amma kuzo ku ishemu da talan wani ru6a6en inyamuri 😂😂😅,Offensive
197,73178000,@username waikai kullum bakada aiki sai sukar gwamnati kuma kai bakayiwa talakawa wani abu ba amma kullum maganarka ganduje buhari idan ansaka state of emergency kai zaka raba musu abinda zasuci kokuma zama agida shine zaiyi maganin covid19 ?,Normal
198,73178001,"an samu karuwan almajiri 😎 congratulations, sir 😂 ##url",Normal
199,73178002,"@username even if an almajiri is contesting against desmond idiot, i'll vote for that almajiri instead of him.   it's time to return that desmond idiot back to nollywood.",Offensive
200,73178003,@username kinsan mu arna ne bama sallah ai 🤫,Normal
202,73178005,"@username dan uwar ka shine zaka dauko arniya kaita mana qarya da ita,  kaga shegen banza",Offensive
203,73178006,@username thank you kabila... #blessings,Indeterminate
204,73178007,ke waya koya maki hausa ne kina magana kamar inyamura ##url,Normal
205,73178008,where is bubagalagala ? shiru gake ji kamar mushiriki ya ci shirwa ya sha ruwa,Normal
206,73178009,@username sun tonawa kansu asiri bazamu zabi yan ta'adda ba,Offensive
207,73178010,"this year's promises to be fun! lucky donors stand to win amazing prizes like sauna sessions, pedicures, packs of boxers, product photoshoot, quran cube, t-shirts, katanas for the anime fans through a raffle draw.",Indeterminate
208,73178011,akwai yan tasha da yawa a audience dinnan,Offensive
209,73178012,"@username allah yai riko da hannun ka, yanda ka dauki amanar kano lafiya, allah yasa ka sauke lfy, duk mai nufin shiga tsakanin ka da kwankwaso allah yai maka maganin sa.  daga mai fatan zama s.a almajirai aminu dan almajiri ##url",Normal
210,73178013,ai dama maganin hege karen maguzawa. ##url,Offensive
211,73178014,a cikin yarbawa na ji sun ce ole hausawa ko su kan kira shi barawo inyamurai ko sun ce mai anyusi....,Normal
212,73178015,😂😂 sai mai dattaku aradu. gwale a barwa mai dattaku ko da ko jamiyar yahudawa ce. ##url,Normal
213,73178016,😛 ba kowa bane ze auri mace tagari 🤔 wani sai yayi hakuri ya auri yar kutumar uba😂😂  ___🏃🏻‍♂️🏃🏻‍♂️🏃🏻‍♂️__,Offensive
214,73178017,@username hahahahaha kwarai kuwa alhaji tunda yanzu haka ita kadai ce hanyar da ake wankar garori. ga ni ma inda kanwarta sai a hado min 😂😂,Normal
215,73178018,@username shege pro max sef but i don't care. learned from it though,Offensive
216,73178019,@username haba engr😭😭😭💔  vboot kuma sai kace inyamuri😂😂,Normal
217,73178020,"@username tabbb, a yanzu ko yar kauye ba yadda zata yiba",Normal
218,73178021,@username amma dai wadannan anyi sakarkaru wallahi,Offensive
219,73178022,@username to ko a somalian in kaga mace da abaya yar wancen kungiyarne,Normal
220,73178023,@username wai kai kazama dan siyasa ne? ina labarin hard disk?,Normal
221,73178024,idan mace ce kana rawar jiki zakayi mata amma maza sai zare idon banza dana wofi wai kai aji tsoronka.,Offensive
222,73178025,"i support fashola 4 criticising almajiri school. it has nothing to change in north,  british caused endemic nature to d north",Normal
223,73178026,shege don see me finish 🤦🏻‍♀️,Offensive
224,73178027,@username hhhhhh! yasin 'yar kwalta ce,Offensive
225,73178028,@username i tsinanniya ce,Offensive
226,73178029,@username wannan sunan fa! almajiri sis,Normal
227,73178030,"#congo activists convicted of inciting anti-#kabila protests  embattled #southafrica #construction firm #aveng reports wider fy op. loss  #morocco cenbank: #fx interbank #market functioning well, no need to intervene  #morocco to issue first sovereign #islamicbond on oct. 5  #rr",Indeterminate
228,73178031,northerners call southerners 'inyamiri'....so when those useless arewa elements asked the igbos to leave..dey mean all 'inyamiris' should go,Hate
229,73178032,@username haka ake son shugaba ya zamo ba susubah dolo.,Normal
230,73178033,@username dama ai guntu sai da guntuwa.,Offensive
231,73178034,haba dai? kishiyoyina ‘yar bariki ne ashe ##url,Offensive
232,73178035,jahilai full arewa twitter😔😔,Offensive
233,73178036,anci jakai 2-0 tun 11min ##url,Normal
234,73178037,"so many nigerian kids don’t know what it is, to love and be loved. why? cos nigerian parents only show it in the absence of their kids or in the dead of the night.... mummy shey awon omo ti sun? oya e tu iro yin, e sun si ori bed, e ya itan so that a le barawa sun.  stubborn kid: ##url",Indeterminate
235,73178038,"now, to the fulani, if you are from rivers, edo, aks, cross river and bayelsa you are also a biafran boy.  dem no send say you no be igbo....dem call all of us inyamiri.  #iamabiafranboy",Normal
236,73178039,"aboki ❌ malo ❌ arne ❌ yare ❌ omo igbo ❌ kedaru ❌ nyamuri ❌ gara ❌ and all other deragatory phrases ❌  don't refer to any person from any ethnic group with any phrase they deem as deragatory. before religion or ethnicity, we're humans first let's respect each other.",Normal
237,73178040,@username see this online almajiri talking. better go beg for giveaway you poverty stricken woman,Offensive
238,73178041,"@username wajen marasa hankali irinta ba, lol😂",Offensive
239,73178042,barauniya hannu na ne wannan😂😂😂 ##url,Offensive
240,73178043,governor nasir el-rufai of kaduna state has directed the almajiri schools’ operators to vacate the state.  he made the order while speaking at the kaduna state child protection and welfare committee’s inauguration ceremony on tuesday.  ##url ##url,Normal
